Process ID | Call Type | File Format | Count | Previous File | Current File
349 | dynamic | log | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\MANIFEST-000001 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\000003.log
350 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\000003.log | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\LOCK
351 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\LOCK | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\LOG
352 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\LOG | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\MANIFEST-000001
353 | dynamic | 32_13400141004102211 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\shared_proto_db\metadata\MANIFEST-000001 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\ChromeExtMalware.store.32_13400141004102211
354 | dynamic | 4_13400146398353120 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\ChromeExtMalware.store.32_13400141004102211 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlBilling.store.4_13400146398353120
355 | dynamic | 32_13400146398356841 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlBilling.store.4_13400146398353120 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdAllowlist.store.32_13400146398356841
356 | dynamic | 4_13400146398356604 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdAllowlist.store.32_13400146398356841 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdAllowlist.store.4_13400146398356604
357 | dynamic | 32_13391067029948087 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdAllowlist.store.4_13400146398356604 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdDownloadAllowlist.store.32_13391067029948087
358 | dynamic | 32_13400093497988308 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlCsdDownloadAllowlist.store.32_13391067029948087 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlHighConfidenceAllowlist.store.32_13400093497988308
359 | dynamic | 4_13400146398348895 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlHighConfidenceAllowlist.store.32_13400093497988308 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlMalBin.store.4_13400146398348895
360 | dynamic | 4_13400146398333068 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlMalBin.store.4_13400146398348895 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlMalware.store.4_13400146398333068
361 | dynamic | 4_13400146397841015 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlMalware.store.4_13400146398333068 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSoceng.store.4_13400146397841015
362 | dynamic | 4_13400146398362348 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSoceng.store.4_13400146397841015 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSubresourceFilter.store.4_13400146398362348
363 | dynamic | 4_13400137393458519 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSubresourceFilter.store.4_13400146398362348 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSuspiciousSite.store.4_13400137393458519
364 | dynamic | 4_13400146398341216 | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlSuspiciousSite.store.4_13400137393458519 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlUws.store.4_13400146398341216
365 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Safe Browsing\UrlUws.store.4_13400146398341216 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_0
366 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_0 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_1
367 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_2
368 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_2 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_3
369 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\data_3 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\index
370 | dynamic | 0\Ruleset Data | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ShaderCache\index | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\36\9.58.0\Ruleset Data
371 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\36\9.58.0\Ruleset Data | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ZxcvbnData\3\ranked_dicts
372 | dynamic | db | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\ZxcvbnData\3\ranked_dicts | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\first_party_sets.db
373 | dynamic | db-journal | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\first_party_sets.db | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\first_party_sets.db-journal
374 | dynamic | hyb | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\first_party_sets.db-journal | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\hyphen-data\120.0.6050.0\hyph-en-gb.hyb
375 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\hyphen-data\120.0.6050.0\hyph-en-gb.hyb | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\lockfile
376 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\lockfile | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\24\E6DC4029A1E4B4C1\0662EC76C1A97EB7\model.tflite
377 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\24\E6DC4029A1E4B4C1\0662EC76C1A97EB7\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\E6DC4029A1E4B4C1\14C381D90B00D645\visual_model_desktop.tflite
378 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\E6DC4029A1E4B4C1\14C381D90B00D645\visual_model_desktop.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\26\E6DC4029A1E4B4C1\81F30FF082C5CD5E\model.tflite
379 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\26\E6DC4029A1E4B4C1\81F30FF082C5CD5E\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\2\E6DC4029A1E4B4C1\375567CF151A1B12\model.tflite
380 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\2\E6DC4029A1E4B4C1\375567CF151A1B12\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite
381 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\segmentation_platform\ukm_db
382 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\segmentation_platform\ukm_db | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\segmentation_platform\ukm_db-wal
383 | dynamic | db | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\segmentation_platform\ukm_db-wal | C:\Users\SacraSystemsWS12\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000157.db
384 | dynamic | ttf | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000157.db | C:\Windows\Fonts\arial.ttf
385 | dynamic | ttf | 1 | C:\Windows\Fonts\arial.ttf | C:\Windows\Fonts\segoeui.ttf
386 | dynamic | ttf | 1 | C:\Windows\Fonts\segoeuii.ttf | C:\Windows\Fonts\seguisb.ttf
387 | dynamic | lex | 1 | C:\Windows\Fonts\seguisb.ttf | C:\Windows\Globalization\ELS\SpellDictionaries\MsSp7en-US.lex
388 | dynamic | nls | 1 | C:\Windows\Globalization\ELS\SpellDictionaries\MsSp7en-US.lex | C:\Windows\Globalization\Sorting\SortDefault.nls
389 | dynamic | dat | 1 | C:\Windows\Globalization\Sorting\SortDefault.nls | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat
390 | dynamic | dat | 1 | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-S-1-5-21-1133590556-2223955450-543306588-1003.dat
391 | dynamic | dat | 1 | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-S-1-5-21-1133590556-2223955450-543306588-1003.dat | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat
392 | dynamic | dll | 1 | C:\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat | C:\Windows\System32\AcLayers.dll
393 | dynamic | dll | 1 | C:\Windows\System32\AcLayers.dll | C:\Windows\System32\BCP47Langs.dll
394 | dynamic | dll | 1 | C:\Windows\System32\BCP47Langs.dll | C:\Windows\System32\CoreMessaging.dll
395 | dynamic | dll | 2 | C:\Windows\System32\CoreMessaging.dll | C:\Windows\System32\CoreUIComponents.dll
396 | dynamic | dll | 2 | C:\Windows\System32\CoreUIComponents.dll | C:\Windows\System32\DWrite.dll
397 | dynamic | dll | 1 | C:\Windows\System32\DWrite.dll | C:\Windows\System32\DataExchange.dll
398 | dynamic | dll | 1 | C:\Windows\System32\DataExchange.dll | C:\Windows\System32\ExplorerFrame.dll
399 | dynamic | dll | 1 | C:\Windows\System32\ExplorerFrame.dll | C:\Windows\System32\FirewallAPI.dll
400 | dynamic | DLL | 1 | C:\Windows\System32\FirewallAPI.dll | C:\Windows\System32\IPHLPAPI.DLL
401 | dynamic | dll | 2 | C:\Windows\System32\IPHLPAPI.DLL | C:\Windows\System32\InputHost.dll
402 | dynamic | dll | 2 | C:\Windows\System32\InputHost.dll | C:\Windows\System32\KernelBase.dll
403 | dynamic | dll | 2 | C:\Windows\System32\KernelBase.dll | C:\Windows\System32\MMDevAPI.dll
404 | dynamic | dll | 1 | C:\Windows\System32\MMDevAPI.dll | C:\Windows\System32\MsSpellCheckingFacility.dll
405 | dynamic | dll | 1 | C:\Windows\System32\MsSpellCheckingFacility.dll | C:\Windows\System32\OneCoreUAPCommonProxyStub.dll
406 | dynamic | dll | 1 | C:\Windows\System32\OneCoreUAPCommonProxyStub.dll | C:\Windows\System32\PCPKsp.dll
407 | dynamic | dll | 1 | C:\Windows\System32\PCPKsp.dll | C:\Windows\System32\SHCore.dll
408 | dynamic | dll | 1 | C:\Windows\System32\SHCore.dll | C:\Windows\System32\Speech\Common\sapi.dll
409 | dynamic | dll | 1 | C:\Windows\System32\Speech\Common\sapi.dll | C:\Windows\System32\TextInputFramework.dll
410 | dynamic | dll | 2 | C:\Windows\System32\TextInputFramework.dll | C:\Windows\System32\WinTypes.dll
411 | dynamic | dll | 2 | C:\Windows\System32\WinTypes.dll | C:\Windows\System32\WindowManagementAPI.dll
412 | dynamic | dll | 1 | C:\Windows\System32\WindowManagementAPI.dll | C:\Windows\System32\Windows.FileExplorer.Common.dll
413 | dynamic | dll | 1 | C:\Windows\System32\Windows.FileExplorer.Common.dll | C:\Windows\System32\Windows.Media.dll
414 | dynamic | dll | 1 | C:\Windows\System32\Windows.Media.dll | C:\Windows\System32\Windows.System.Profile.SystemManufacturers.dll
415 | dynamic | dll | 1 | C:\Windows\System32\Windows.System.Profile.SystemManufacturers.dll | C:\Windows\System32\Windows.UI.dll
416 | dynamic | dll | 2 | C:\Windows\System32\Windows.UI.dll | C:\Windows\System32\advapi32.dll
417 | dynamic | dll | 1 | C:\Windows\System32\apphelp.dll | C:\Windows\System32\atlthunk.dll
418 | dynamic | dll | 1 | C:\Windows\System32\atlthunk.dll | C:\Windows\System32\bcrypt.dll
419 | dynamic | dll | 1 | C:\Windows\System32\clbcatq.dll | C:\Windows\System32\coloradapterclient.dll
420 | dynamic | dll | 1 | C:\Windows\System32\coloradapterclient.dll | C:\Windows\System32\combase.dll
421 | dynamic | dll | 1 | C:\Windows\System32\combase.dll | C:\Windows\System32\coml2.dll
422 | dynamic | dll | 1 | C:\Windows\System32\coml2.dll | C:\Windows\System32\crypt32.dll
423 | dynamic | dll | 1 | C:\Windows\System32\cryptbase.dll | C:\Windows\System32\cryptnet.dll
424 | dynamic | dll | 1 | C:\Windows\System32\cryptnet.dll | C:\Windows\System32\cryptsp.dll
425 | dynamic | dll | 1 | C:\Windows\System32\cryptsp.dll | C:\Windows\System32\d2d1.dll
426 | dynamic | dll | 1 | C:\Windows\System32\d2d1.dll | C:\Windows\System32\d3d11.dll
427 | dynamic | dll | 1 | C:\Windows\System32\dcomp.dll | C:\Windows\System32\devobj.dll
428 | dynamic | dll | 2 | C:\Windows\System32\devobj.dll | C:\Windows\System32\dhcpcsvc.dll
429 | dynamic | dll | 1 | C:\Windows\System32\dhcpcsvc6.dll | C:\Windows\System32\directmanipulation.dll
430 | dynamic | dll | 1 | C:\Windows\System32\directmanipulation.dll | C:\Windows\System32\dnsapi.dll
431 | dynamic | mui | 1 | C:\Windows\System32\dxgi.dll | C:\Windows\System32\en-US\KernelBase.dll.mui
432 | dynamic | mui | 1 | C:\Windows\System32\en-US\KernelBase.dll.mui | C:\Windows\System32\en-US\crypt32.dll.mui
433 | dynamic | mui | 1 | C:\Windows\System32\en-US\crypt32.dll.mui | C:\Windows\System32\en-US\kernel32.dll.mui
434 | dynamic | mui | 1 | C:\Windows\System32\en-US\kernel32.dll.mui | C:\Windows\System32\en-US\propsys.dll.mui
435 | dynamic | mui | 1 | C:\Windows\System32\en-US\propsys.dll.mui | C:\Windows\System32\en-US\user32.dll.mui
436 | dynamic | dll | 1 | C:\Windows\System32\en-US\user32.dll.mui | C:\Windows\System32\fwbase.dll
437 | dynamic | dll | 1 | C:\Windows\System32\fwbase.dll | C:\Windows\System32\fwpolicyiomgr.dll
438 | dynamic | dll | 1 | C:\Windows\System32\fwpolicyiomgr.dll | C:\Windows\System32\gdi32.dll
439 | dynamic | dll | 1 | C:\Windows\System32\gdi32full.dll | C:\Windows\System32\gpapi.dll
440 | dynamic | dll | 1 | C:\Windows\System32\gpapi.dll | C:\Windows\System32\iertutil.dll
441 | dynamic | dll | 1 | C:\Windows\System32\iertutil.dll | C:\Windows\System32\imagehlp.dll
442 | dynamic | dll | 1 | C:\Windows\System32\imagehlp.dll | C:\Windows\System32\imm32.dll
443 | dynamic | dll | 1 | C:\Windows\System32\kernel32.dll | C:\Windows\System32\linkinfo.dll
444 | dynamic | nls | 1 | C:\Windows\System32\linkinfo.dll | C:\Windows\System32\locale.nls
445 | dynamic | dll | 1 | C:\Windows\System32\locale.nls | C:\Windows\System32\msacm32.dll
446 | dynamic | dll | 1 | C:\Windows\System32\msacm32.dll | C:\Windows\System32\msasn1.dll
447 | dynamic | dll | 1 | C:\Windows\System32\msasn1.dll | C:\Windows\System32\mscms.dll
448 | dynamic | dll | 1 | C:\Windows\System32\mscms.dll | C:\Windows\System32\msctf.dll
449 | dynamic | dll | 1 | C:\Windows\System32\msctf.dll | C:\Windows\System32\msdmo.dll
450 | dynamic | dll | 1 | C:\Windows\System32\msdmo.dll | C:\Windows\System32\msvcp_win.dll
451 | dynamic | dll | 1 | C:\Windows\System32\mswsock.dll | C:\Windows\System32\msxml6.dll
452 | dynamic | dll | 1 | C:\Windows\System32\msxml6.dll | C:\Windows\System32\msxml6r.dll
453 | dynamic | dll | 1 | C:\Windows\System32\msxml6r.dll | C:\Windows\System32\ncrypt.dll
454 | dynamic | dll | 1 | C:\Windows\System32\ncrypt.dll | C:\Windows\System32\ncryptprov.dll
455 | dynamic | dll | 1 | C:\Windows\System32\ncryptprov.dll | C:\Windows\System32\netprofm.dll
456 | dynamic | dll | 1 | C:\Windows\System32\netprofm.dll | C:\Windows\System32\netutils.dll
457 | dynamic | dll | 1 | C:\Windows\System32\netutils.dll | C:\Windows\System32\ngcksp.dll
458 | dynamic | dll | 1 | C:\Windows\System32\ngcksp.dll | C:\Windows\System32\nlaapi.dll
459 | dynamic | nls | 1 | C:\Windows\System32\nlmproxy.dll | C:\Windows\System32\normnfc.nls
460 | dynamic | dll | 1 | C:\Windows\System32\normnfc.nls | C:\Windows\System32\npmproxy.dll
461 | dynamic | dll | 1 | C:\Windows\System32\nsi.dll | C:\Windows\System32\ntasn1.dll
462 | dynamic | dll | 1 | C:\Windows\System32\ole32.dll | C:\Windows\System32\oleacc.dll
463 | dynamic | dll | 1 | C:\Windows\System32\oleacc.dll | C:\Windows\System32\oleaccrc.dll
464 | dynamic | dll | 1 | C:\Windows\System32\oleaccrc.dll | C:\Windows\System32\oleaut32.dll
465 | dynamic | dll | 1 | C:\Windows\System32\oleaut32.dll | C:\Windows\System32\pdh.dll
466 | dynamic | dll | 1 | C:\Windows\System32\pdh.dll | C:\Windows\System32\perfos.dll
467 | dynamic | dll | 1 | C:\Windows\System32\perfos.dll | C:\Windows\System32\powrprof.dll
468 | dynamic | dll | 1 | C:\Windows\System32\powrprof.dll | C:\Windows\System32\profapi.dll
469 | dynamic | dll | 2 | C:\Windows\System32\profapi.dll | C:\Windows\System32\profext.dll
470 | dynamic | dll | 1 | C:\Windows\System32\profext.dll | C:\Windows\System32\propsys.dll
471 | dynamic | dll | 1 | C:\Windows\System32\propsys.dll | C:\Windows\System32\rmclient.dll
472 | dynamic | dll | 1 | C:\Windows\System32\rmclient.dll | C:\Windows\System32\rpcrt4.dll
473 | dynamic | dll | 1 | C:\Windows\System32\rpcrt4.dll | C:\Windows\System32\rsaenh.dll
474 | dynamic | dll | 1 | C:\Windows\System32\rsaenh.dll | C:\Windows\System32\sechost.dll
475 | dynamic | dll | 1 | C:\Windows\System32\shlwapi.dll | C:\Windows\System32\srvcli.dll
